PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
2กล-6968,21,2,2500.0,1,4,2,142
2กล-8531,175,7,3070.0,2,2,2,222
2กว-3148,424,11,8100.0,4,1,2,412
2กว-5923,47,14,16448.0,1,1,1,111
2กว-6406,80,2,2050.0,2,4,3,243
2กว-7162,62,13,3140.0,1,1,2,112
2กว-8245,403,7,2110.0,4,2,3,423
2กศ-1601,229,2,2600.0,3,4,2,342
2กศ-2796,401,4,2880.0,4,3,2,432
2กศ-4002,407,3,560.0,4,4,4,444
2กศ-4744,57,2,2800.0,1,4,2,142
2กศ-7479,308,6,360.0,4,2,4,424
2กศ-9034,281,8,3130.0,3,2,2,322
2กศ-9103,413,9,15000.0,4,2,1,421
2กศ-9152,380,6,848.0,4,2,3,423
2กษ-1800,357,2,1900.0,4,4,3,443
2กษ-5829,29,24,12250.0,1,1,1,111
2กษ-9900,387,13,15200.0,4,1,1,411
2กส-4577,60,31,26210.0,1,1,1,111
2กส-6557,150,2,1550.0,2,4,3,243
2กส-8267,126,3,1470.0,2,4,3,243
2กส-9066,100,5,410.0,2,3,4,234
2กฬ-1627,210,17,2120.0,3,1,3,313
2กฬ-306,27,10,850.0,1,2,3,123
2กฬ-4196,318,5,660.0,4,3,4,434
2กฬ-6201,319,5,1960.0,4,3,3,433
2กฬ-6504,417,3,1100.0,4,4,3,443
2กฬ-8235,11,3,280.0,1,4,4,144
2กฬ-8393,115,10,12150.0,2,2,1,221
2กฬ-9338,223,16,29130.0,3,1,1,311
2กอ-3955,98,4,200.0,2,3,4,234
2กอ-5591,48,2,160.0,1,4,4,144
2กอ-5696,104,3,1050.0,2,4,3,243
2กอ-9643,55,7,2960.0,1,2,2,122
2กฮ-2858,140,6,3950.0,2,2,2,222
2กฮ-3142,5,50,14692.0,1,1,1,111
2กฮ-7298,147,2,3150.0,2,4,2,242
2กฮ-7752,217,4,2120.0,3,3,3,333
2กฮ-8483,30,4,200.0,1,3,4,134
2กฮ-8986,382,5,600.0,4,3,4,434
2กฮ-9611,279,2,1450.0,3,4,3,343
2กฮ-9617,11,2,150.0,1,4,4,144
2กฮ-9656,17,33,8956.0,1,1,1,111
2ช-3567,369,15,1610.0,4,1,3,413
2ฒก-1692,190,2,1450.0,3,4,3,343
2ฒก-2941,204,4,200.0,3,3,4,334
2ฒก-4042,59,5,3050.0,1,3,2,132
2ฒก-4250,175,4,200.0,2,3,4,234
2ฒก-9254,129,10,6460.0,2,2,2,222
2ฒข-173,151,4,0.0,2,3,4,234
2ฒข-2988,330,5,4080.0,4,3,2,432
2ฒข-5578,285,2,230.0,3,4,4,344
2ฒข-8363,138,2,900.0,2,4,3,243
2ฒข-893,72,4,920.0,2,3,3,233
2ฒค-3362,418,2,2250.0,4,4,3,443
2ฒค-5993,90,4,3700.0,2,3,2,232
2ฒค-6117,55,2,230.0,1,4,4,144
2ฒฆ-5486,300,6,1850.0,3,2,3,323
2ฒง-3376,402,2,1450.0,4,4,3,443
2ฒง-8764,172,2,200.0,2,4,4,244
2ฒง-8869,287,2,200.0,3,4,4,344
2ฒง-9945,59,7,1220.0,1,2,3,123
2ฒฉ-7678,322,4,200.0,4,3,4,434
2ฒช-4078,299,5,660.0,3,3,4,334
2ฒช-4080,9,6,1060.0,1,2,3,123
2ฒช-4607,152,9,1810.0,2,2,3,223
2ฒช-8607,128,7,5000.0,2,2,2,222
2ฒฌ-6345,42,3,2300.0,1,4,3,143
2ฒฌ-6628,252,4,330.0,3,3,4,334
2ฒญ-7495,6,5,1670.0,1,3,3,133
2ฒฎ-7630,169,2,1000.0,2,4,3,243
2ฒฎ-782กทม,199,2,1630.0,3,4,3,343
2ฒฎ-8516,40,4,200.0,1,3,4,134
2ฒฎ-8993,110,28,14010.0,2,1,1,211
2ฒฒ-9243,117,9,1048.0,2,2,3,223
2ฒณ-8209,38,4,200.0,1,3,4,134
2ฒต-2325,5,2,400.0,1,4,4,144
2ฒท-6403,96,3,3995.0,2,4,2,242
2ฒท-96,85,2,1450.0,2,4,3,243
2ฒธ-5474,57,2,276.0,1,4,4,144
2ศ-5265,226,2,230.0,3,4,4,344
2ศ-8708,6,2,230.0,1,4,4,144
2ฬ-7732,112,7,698.0,2,2,3,223
2ฮ-8714,129,7,3900.0,2,2,2,222
3-001,43,4,14953.27,1,3,1,131
30-0301,77,18,1644.0,2,1,3,213
30-0655,235,2,1450.0,3,4,3,343
30-1596,310,11,14950.0,4,1,1,411
30-2701,187,4,320.0,3,3,4,334
30-2701ชบ,197,22,9110.0,3,1,1,311
30-3026,275,5,660.0,3,3,4,334
30-3067,115,4,128.0,2,3,4,234
30-3094,220,5,6850.0,3,3,2,332
30-3153,227,4,360.0,3,3,4,334
30-3268,68,20,14260.0,2,1,1,211
30-3308,36,16,2400.0,1,1,3,113
30-3780,203,2,300.0,3,4,4,344
30-3811,368,7,3850.0,4,2,2,422
33-3698,232,4,750.0,3,3,3,333
36-0073,235,2,1450.0,3,4,3,343
36-0159,333,4,2600.0,4,3,2,432
36-0209,137,6,498.0,2,2,4,224
36-6159,382,2,1450.0,4,4,3,443
3กก-1930,299,10,18150.0,3,2,1,321
3กก-2416,133,16,4260.0,2,1,2,212
3กก-3391,164,16,9730.0,2,1,1,211
3กก-5568,354,5,380.0,4,3,4,434
3กก-6781,303,2,2600.0,3,4,2,342
3กก-8562,204,16,16700.0,3,1,1,311
3กก-9248,304,2,100.0,4,4,4,444
3กข-9098,37,6,710.0,1,2,3,123
3กค-1008,262,11,1060.0,3,1,3,313
3กค-3585,119,10,1100.0,2,2,3,223
3กค-5084,86,9,15000.0,2,2,1,221
3กค-5266,143,15,38600.0,2,1,1,211
3กค-8204,204,2,200.0,3,4,4,344
3กค-9050,63,2,200.0,1,4,4,144
3กค-9249,195,2,3000.0,3,4,2,342
3กฆ-1089,286,9,12000.0,3,2,1,321
3กฆ-1825,137,5,660.0,2,3,4,234
3กฆ-2862,66,5,9350.0,1,3,1,131
3กฆ-3191,15,4,320.0,1,3,4,134
3กฆ-4732,208,2,270.0,3,4,4,344
3กฆ-7745,178,9,15400.0,3,2,1,321
3กฆ-7846,50,19,20490.0,1,1,1,111
3กฆ-8157,129,23,27310.0,2,1,1,211
3กฆ-8962,157,3,2020.0,2,4,3,243
3กง-2530,39,6,6550.0,1,2,2,122
3กง-5614,304,4,200.0,4,3,4,434
3กง-6406,134,5,7700.0,2,3,2,232
3กง-7639,267,5,350.0,3,3,4,334
3กง-9070,72,5,2350.0,2,3,3,233
3กง-9794,58,7,760.0,1,2,3,123
3กง-9980,405,2,1800.0,4,4,3,443
3กจ-1238,81,10,14400.0,2,2,1,221
3กจ-1508,303,9,920.0,3,2,3,323
3กจ-2369,427,9,11200.0,4,2,1,421
3กจ-3637,18,9,7000.0,1,2,2,122
3กจ-7069,43,3,320.0,1,4,4,144
3กจ-7828,240,2,230.0,3,4,4,344
3กจ-8530,324,9,13200.0,4,2,1,421
3กจ-9890,70,2,2300.0,2,4,3,243
3กฉ-3248,384,2,500.0,4,4,4,444
3กฉ-5267,160,8,7350.0,2,2,2,222
3กฉ-5652,316,10,15300.0,4,2,1,421
3กฉ-578,14,2,2000.0,1,4,3,143
3กช-1921,297,8,4000.0,3,2,2,322
3กช-3231,410,3,2900.0,4,4,2,442
3กช-3450,8,18,14768.0,1,1,1,111
3กช-5047,404,6,1550.0,4,2,3,423
3กช-8667,44,30,29838.459999999995,1,1,1,111
3กช-9983,8,13,2160.0,1,1,3,113
3กฌ-1182,357,2,1800.0,4,4,3,443
3กฌ-2094,41,14,47000.0,1,1,1,111
3กฌ-2390,280,3,3500.0,3,4,2,342
3กฌ-2625,269,3,3490.0,3,4,2,342
3กฌ-527,424,14,17000.0,4,1,1,411
3กฌ-6626,354,5,660.0,4,3,4,434
3กฌ-9055,201,9,3570.0,3,2,2,322
3กฌ-9217,3,9,5900.23,1,2,2,122
3กญ-2076,232,2,1200.0,3,4,3,343
3กญ-3004,126,59,33036.0,2,1,1,211
3กญ-3046,405,3,600.0,4,4,4,444
3กญ-3772,124,8,3870.0,2,2,2,222
3กญ-4387,407,10,8000.0,4,2,2,422
3กญ-7915,25,25,31010.0,1,1,1,111
3กญ-8208,147,18,10760.0,2,1,1,211
3กญ-8671,27,2,230.0,1,4,4,144
3กฎ-1178,145,4,4580.0,2,3,2,232
3กฎ-157,166,15,6700.0,2,1,2,212
3กฎ-2144,300,2,200.0,3,4,4,344
3กฎ-4105,51,10,10500.0,1,2,1,121
3กฎ-5453,92,12,14210.0,2,1,1,211
3กฎ-6992,313,9,9500.0,4,2,1,421
3กฐ-1473,320,2,230.0,4,4,4,444
3กฐ-1712,155,5,660.0,2,3,4,234
3กฐ-2299,379,9,10320.0,4,2,1,421
3กฐ-307,359,9,11200.0,4,2,1,421
3กฐ-4302,44,10,4762.0,1,2,2,122
3กฐ-4568,338,14,18650.0,4,1,1,411
3กฐ-5632,62,5,660.0,1,3,4,134
3กฐ-5806,97,2,1650.0,2,4,3,243
3กฐ-6090,83,19,13110.0,2,1,1,211
3กฒ-1046,191,3,280.0,3,4,4,344
3กฒ-2727,342,2,230.0,4,4,4,444
3กฒ-3100,29,13,798.0,1,1,3,113
3กฒ-3160,327,4,260.0,4,3,4,434
3กฒ-4870,65,10,896.0,1,2,3,123
3กฒ-6154,157,4,1120.0,2,3,3,233
3กฒ-7396,4,13,5840.0,1,1,2,112
3กฒ-7770,267,2,1730.0,3,4,3,343
3กฒ-9701,371,11,8450.0,4,1,2,412
3กณ-1867,26,9,10000.0,1,2,1,121
3กณ-1905,198,2,230.0,3,4,4,344
3กณ-4727,369,5,660.0,4,3,4,434
3กณ-4730,44,9,22000.0,1,2,1,121
3กณ-4951,356,7,1060.0,4,2,3,423
3กณ-6839,179,6,2880.0,3,2,2,322
3กณ-9533,22,14,18320.0,1,1,1,111
3กด-2308,140,2,1000.0,2,4,3,243
3กด-2350,69,2,1450.0,2,4,3,243
3กด-3178,201,2,3450.0,3,4,2,342
3กด-613,403,9,12800.0,4,2,1,421
3กด-6473,39,10,1184.0,1,2,3,123
3กด-7894,112,2,880.0,2,4,3,243
3กด7864,410,9,9760.0,4,2,1,421
3กต-1064,317,2,1000.0,4,4,3,443
3กต-4391,357,15,34000.0,4,1,1,411
3กต-538,297,4,750.0,3,3,3,333
3กต-8010,181,3,1470.0,3,4,3,343
3กถ-4618,168,3,10290.0,2,4,1,241
3กถ-5081,415,2,200.0,4,4,4,444
3กถ-7868,86,13,17600.0,2,1,1,211
3กถ-9259,347,4,0.0,4,3,4,434
3กท-2824,153,8,5320.0,2,2,2,222
3กท-516,207,9,10000.0,3,2,1,321
3กท-6315,72,2,5750.0,2,4,2,242
3กท-6563,209,2,600.0,3,4,4,344
3กท-8622,104,9,15200.0,2,2,1,221
3กธ-3084,191,5,6000.0,3,3,2,332
3กธ-3241,407,13,3850.0,4,1,2,412
3กธ-443,189,10,4608.0,3,2,2,322
3กธ-8006,279,2,2000.0,3,4,3,343
3กน-2276,268,9,7600.0,3,2,2,322
3กน-2804,297,2,200.0,3,4,4,344
3กน-3144,271,4,200.0,3,3,4,334
3กน-3357,243,3,560.0,3,4,4,344
3กน-4089,105,17,4216.0,2,1,2,212
3กน-4726,168,14,11448.0,2,1,1,211
3กน-6534,256,4,200.0,3,3,4,334
3กน-8548,171,4,200.0,2,3,4,234
3กน-8565,378,5,400.0,4,3,4,434
3กน-8647,267,2,230.0,3,4,4,344
3กน-8944,217,2,230.0,3,4,4,344
3กน-9511,353,5,0.0,4,3,4,434
3กบ-3152,183,6,3850.0,3,2,2,322
3กบ-3226,232,2,3000.0,3,4,2,342
3กบ-3832,96,2,230.0,2,4,4,244
3กบ-5392,140,10,4310.0,2,2,2,222
3กบ-6608,154,26,3900.0,2,1,2,212
3กบ-7261,36,18,24700.0,1,1,1,111
3กบ-7604,144,17,16420.0,2,1,1,211
3กบ-7933,221,3,780.0,3,4,3,343
3กบ-8893,87,2,1400.0,2,4,3,243
3กผ-2619,66,11,6950.0,1,1,2,112
3กผ-5892,355,2,230.0,4,4,4,444
3กผ-5919,171,13,14173.0,2,1,1,211
3กผ-6092,104,2,230.0,2,4,4,244
3กผ-7457,36,9,25000.0,1,2,1,121
3กผ-8942,187,2,200.0,3,4,4,344
3กพ-1792,427,7,700.0,4,2,3,423
3กพ-2049,68,2,2000.0,2,4,3,243
3กพ-2949,40,18,15458.0,1,1,1,111
3กพ-3158,265,24,10180.0,3,1,1,311
3กพ-3188,192,3,1470.0,3,4,3,343
3กพ-3736,64,30,13590.0,1,1,1,111
3กพ-4918,153,2,300.0,2,4,4,244
3กพ-5332,255,2,230.0,3,4,4,344
3กพ-5426,332,5,660.0,4,3,4,434
3กพ-6321,328,2,2500.0,4,4,2,442
3กพ-9529,276,2,200.0,3,4,4,344
3กภ-2188,269,7,928.0,3,2,3,323
3กภ-3514,319,7,760.0,4,2,3,423
3กภ-4494,56,5,720.0,1,3,3,133
3กภ-840,344,2,3600.0,4,4,2,442
3กภ2188กทม,315,12,12850.0,4,1,1,411
3กม-2968,28,3,280.0,1,4,4,144
3กม-4871,213,9,9000.0,3,2,1,321
3กม-5704,379,2,230.0,4,4,4,444
3กม-8372,171,2,800.0,2,4,3,243
3กย-1105,103,2,1450.0,2,4,3,243
3กย-1360,301,9,12760.0,3,2,1,321
3กย-5914,160,9,920.0,2,2,3,223
3กย-6266,22,6,448.0,1,2,4,124
3กย-7091,170,5,2900.0,2,3,2,232
3กย-8002,137,18,5020.0,2,1,2,212
3กย-8114,172,13,3116.0,2,1,2,212
3กร-1903,140,8,14350.0,2,2,1,221
3กร-2610,409,9,12400.0,4,2,1,421
3กร-3180,149,5,448.0,2,3,4,234
3กร-4778,301,2,3100.0,3,4,2,342
3กร-6187,217,2,800.0,3,4,3,343
3กร1501,392,5,4900.0,4,3,2,432
3กล-2420กท,245,4,200.0,3,3,4,334
3กล-4379,312,5,448.0,4,3,4,434
3กล-6316,28,7,350.0,1,2,4,124
3กล-6853,301,5,7600.0,3,3,2,332
3กล-9770,67,6,3370.0,1,2,2,122
3กล1421กทม,314,9,17600.0,4,2,1,421
3กว-1017,344,15,10870.0,4,1,1,411
3กว-1567,140,2,1900.0,2,4,3,243
3กว-2322,75,2,280.0,2,4,4,244
3กว-2562,331,4,0.0,4,3,4,434
3กว-4397,343,9,1260.0,4,2,3,423
3กว-4822,318,4,0.0,4,3,4,434
3กว-617,3,4,3002.0,1,3,2,132
3กว-6265,127,3,300.0,2,4,4,244
3กว-7196,97,5,3050.0,2,3,2,232
3กว-7317,179,22,4285.0,3,1,2,312
3กศ-4540,170,27,21406.24,2,1,1,211
3กศ-5925,118,5,860.0,2,3,3,233
3กศ-6550,91,9,7000.0,2,2,2,222
3กศ-6790,409,2,230.0,4,4,4,444
3กศ-7829,190,2,2200.0,3,4,3,343
3กษ-1865,232,4,200.0,3,3,4,334
3กษ-2191,331,2,230.0,4,4,4,444
3กษ-3378,2,11,3035.8,1,1,2,112
3กษ-4315,231,8,860.0,3,2,3,323
3กษ-5291,146,4,200.0,2,3,4,234
3กษ-7181,181,5,6600.0,3,3,2,332
3กส-2560,276,2,200.0,3,4,4,344
3กส-6216,369,13,3270.0,4,1,2,412
3กส-6986,190,6,810.0,3,2,3,323
3กส-7889,49,9,15000.0,1,2,1,121
3กส-9428,126,25,9130.000000000002,2,1,1,211
3กส4577กทม,410,5,2650.0,4,3,2,432
3กฬ-2251,176,2,480.0,3,4,4,344
3กฬ-2728,338,9,12000.0,4,2,1,421
3กฬ-3313,75,19,5720.0,2,1,2,212
3กฬ-3618,297,9,14000.0,3,2,1,321
3กฬ-4978,40,12,5469.999999999999,1,1,2,112
3กอ-1135,182,4,1520.0,3,3,3,333
3กอ-2125,188,5,1200.0,3,3,3,333
3กอ-4294,147,4,700.0,2,3,3,233
3กอ-8225,190,2,230.0,3,4,4,344
3กอ-8586,20,9,5000.0,1,2,2,122
3กฮ-2426,405,2,1650.0,4,4,3,443
3กฮ-4516,329,2,300.0,4,4,4,444
3ฒฎ-8993,271,16,7866.82,3,1,2,312
3ณ-9761,177,2,1000.0,3,4,3,343
3ษ-3592,87,2,300.0,2,4,4,244
3อ-1102,352,7,5060.0,4,2,2,422
3ฮ-1400,282,5,5000.0,3,3,2,332
40-0920,215,2,0.0,3,4,4,344
40-1012,185,11,12247.0,3,1,1,311
4กก-1603,298,2,230.0,3,4,4,344
4กก-3313,266,4,1620.0,3,3,3,333
4กก-3972,301,14,6710.0,3,1,2,312
4กก-4232,301,9,12400.0,3,2,1,321
4กก-5911,136,5,1020.0,2,3,3,233
4กก-6015,116,2,200.0,2,4,4,244
4กก-7948,59,15,2160.0,1,1,3,113
4กก-849,166,7,5050.0,2,2,2,222
4กก-8951,274,5,448.0,3,3,4,334
4กข-6233,16,10,2640.0,1,2,2,122
4กข-6316,36,9,12000.0,1,2,1,121
4กข-7737,363,3,280.0,4,4,4,444
4กข-9307,348,15,8030.0,4,1,2,412
4กค-3018,299,4,2280.0,3,3,3,333
4กค-3291,244,9,15000.0,3,2,1,321
4กค-3353,16,11,11850.0,1,1,1,111
4กค-6934,290,4,0.0,3,3,4,334
4กค-7668,36,7,860.0,1,2,3,123
4กค-8452,276,4,0.0,3,3,4,334
4กค-9530,297,5,660.0,3,3,4,334
4กค-977,416,4,1370.0,4,3,3,433
4กฆ-394,371,2,200.0,4,4,4,444
4กฆ-4552,343,2,200.0,4,4,4,444
4กฆ-5582,244,11,17500.0,3,1,1,311
4กฆ-5654,110,16,7880.0,2,1,2,212
4กฆ-5806,75,3,450.0,2,4,4,244
4กฆ-6643,195,5,448.0,3,3,4,334
4กฆ-6957,7,17,4324.0,1,1,2,112
4กฆ-7386,29,10,15954.0,1,2,1,121
4กฆ-7734,404,4,1550.0,4,3,3,433
4กฆ-8910,110,11,1260.0,2,1,3,213
4กง-2427,302,3,1810.0,3,4,3,343
4กง-3086,1,3,3270.0,1,4,2,142
4กง-4655,102,12,1126.0,2,1,3,213
4กง-5832,305,14,13660.0,4,1,1,411
4กง-8503,20,4,1070.0,1,3,3,133
4กง-8637,423,3,310.0,4,4,4,444
4กง-8746,36,6,810.0,1,2,3,123
4กง-9308,169,13,1240.0,2,1,3,213
4กจ-2421,421,4,200.0,4,3,4,434
4กจ-4556,147,9,17000.0,2,2,1,221
4กจ-4620,288,5,400.0,3,3,4,334
4กจ-582,210,9,9000.0,3,2,1,321
4กจ-8091,100,3,0.0,2,4,4,244
4กจ-8384,88,4,2280.0,2,3,3,233
4กจ-9727,62,2,230.0,1,4,4,144
4กฉ-2391,37,8,5220.0,1,2,2,122
4กฉ-2401,196,9,9000.0,3,2,1,321
4กฉ-2818,116,4,0.0,2,3,4,234
4กฉ-3329,288,5,860.0,3,3,3,333
4กฉ-3495,427,2,2835.0,4,4,2,442
4กฉ-3765,207,4,0.0,3,3,4,334
4กฉ-4070,62,2,2900.0,1,4,2,142
4กฉ-7948,348,12,18900.0,4,1,1,411
4กฉ-8003,91,15,12098.0,2,1,1,211
4กฉ-9635,49,13,8400.0,1,1,2,112
4กฉ-9680,187,14,8650.0,3,1,1,311
4กฉ-9771,227,4,0.0,3,3,4,334
4กช-1026,251,5,660.0,3,3,4,334
4กช-1106,320,7,3330.0,4,2,2,422
4กช-2780,16,5,660.0,1,3,4,134
4กช-7444,186,2,2850.0,3,4,2,342
4กช-7667,37,3,1830.0,1,4,3,143
4กช-8666,420,12,4430.0,4,1,2,412
4กช-9731,160,2,130.0,2,4,4,244
4กฌ-3541,65,2,1200.0,1,4,3,143
4กฌ-3938,406,6,1040.0,4,2,3,423
4กฌ-5183,52,25,36170.0,1,1,1,111
4กญ-1725,168,4,2330.0,2,3,3,233
4กญ-226,56,2,2250.0,1,4,3,143
4กญ-5578,125,3,1900.0,2,4,3,243
4กญ-7151,341,9,18400.0,4,2,1,421
4กญ-996,147,9,23600.0,2,2,1,221
4กฎ-532กทม,171,4,460.0,2,3,4,234
4กฎ-7046,210,3,280.0,3,4,4,344
4กฎ-8794,0,6,3275.0,1,2,2,122
4กฎ-9843,211,2,4250.0,3,4,2,342
4กฐ-2396,217,2,2850.0,3,4,2,342
4กฐ-2713,308,9,11000.0,4,2,1,421
4กฐ-3221,401,4,2276.0,4,3,3,433
4กฐ-3565,36,4,200.0,1,3,4,134
4กฐ-3580,71,2,200.0,2,4,4,244
4กฐ-4575กท,410,9,8000.0,4,2,2,422
4กฐ-5116,326,4,0.0,4,3,4,434
4กฐ-5117,383,4,0.0,4,3,4,434
4กฒ-1089,259,2,200.0,3,4,4,344
4กฒ-1810,70,23,12710.0,2,1,1,211
4กฒ-2309,84,11,7300.0,2,1,2,212
4กฒ-2592,196,9,12760.0,3,2,1,321
4กฒ-3082,176,2,300.0,3,4,4,344
4กฒ-3171,273,4,200.0,3,3,4,334
4กฒ-3371,184,11,3200.0,3,1,2,312
4กฒ-6596,115,2,230.0,2,4,4,244
4กฒ-6722,373,4,0.0,4,3,4,434
4กฒ-7534,37,3,470.0,1,4,4,144
4กฒ-8081,386,5,970.0,4,3,3,433
4กฒ-9538,332,4,0.0,4,3,4,434
4กณ-1524,297,12,9850.0,3,1,1,311
4กณ-1551,115,2,300.0,2,4,4,244
4กณ-384,341,4,200.0,4,3,4,434
4กณ-6428,243,4,0.0,3,3,4,334
4กณ-6995,130,8,0.0,2,2,4,224
4กด-5717,371,3,450.0,4,4,4,444
4กด-8486,427,2,2300.0,4,4,3,443
4กด-9724,303,5,660.0,3,3,4,334
4กต-1707,92,5,410.0,2,3,4,234
4กต-4412,387,2,1450.0,4,4,3,443
4กต-6731,367,5,660.0,4,3,4,434
4กต-7460,94,3,500.0,2,4,4,244
4กต-7709,299,2,3250.0,3,4,2,342
4กต-7764,94,2,230.0,2,4,4,244
4กถ-1570,406,5,448.0,4,3,4,434
4กถ-3002,222,2,300.0,3,4,4,344
4กถ-3418,169,11,3110.0,2,1,2,212
4กถ-5264,135,10,3910.0,2,2,2,222
4กถ-5470,0,17,20252.0,1,1,1,111
4กถ-6855,187,5,300.0,3,3,4,334
4กถ-6856,227,4,0.0,3,3,4,334
4กถ-7624,276,7,1898.0,3,2,3,323
4กท-4653,142,4,600.0,2,3,4,234
4กท-8176,408,2,230.0,4,4,4,444
4กธ-104,168,2,2200.0,2,4,3,243
4กธ-6112,57,2,230.0,1,4,4,144
4กธ-6424,2,4,2450.0,1,3,2,132
4กธ-8251,75,5,2250.0,2,3,3,233
4กธ-8308,217,2,330.0,3,4,4,344
4กธ-9078,134,5,300.0,2,3,4,234
4กธ-9082,262,3,300.0,3,4,4,344
4กธ-9084,47,15,700.0,1,1,3,113
4กธ-9085,150,4,0.0,2,3,4,234
4กธ-9091,87,8,0.0,2,2,4,224
4กธ-9848,313,4,0.0,4,3,4,434
4กน-5506,126,12,2420.0,2,1,3,213
4กน-651,416,2,100.0,4,4,4,444
4กบ-1682,329,5,720.0,4,3,3,433
4กบ-4219,320,4,0.0,4,3,4,434
4กบ-4462,96,2,230.0,2,4,4,244
4กบ-5181,299,6,810.0,3,2,3,323
4กบ-5437,75,8,3500.0,2,2,2,222
4กบ-6106,404,8,1918.0,4,2,3,423
4กบ-7375,243,2,230.0,3,4,4,344
4กผ-2783,221,3,1830.0,3,4,3,343
4กผ-3329,197,8,400.0,3,2,4,324
4กผ-3815,276,5,400.0,3,3,4,334
4กผ-430,204,5,2650.0,3,3,2,332
4กผ-5498,301,13,15160.0,3,1,1,311
4กผ-7030,402,6,2940.0,4,2,2,422
4กผ-8339,127,4,320.0,2,3,4,234
4กพ-1120,118,4,360.0,2,3,4,234
4กพ-1486,36,13,5460.0,1,1,2,112
4กพ-8053,140,4,0.0,2,3,4,234
4กพ-8054,337,4,0.0,4,3,4,434
4กภ-3002,242,5,592.0,3,3,4,334
4กภ-3733,138,2,700.0,2,4,3,243
4กภ-4630,263,5,150.0,3,3,4,334
4กภ-5270,36,13,7370.0,1,1,2,112
4กภ-7541,8,2,2300.0,1,4,3,143
4กภ-9216,7,17,26780.0,1,1,1,111
4กภ-940,154,5,660.0,2,3,4,234
4กม-1099,48,4,200.0,1,3,4,134
4กม-3127,367,2,370.0,4,4,4,444
4กม-4579,29,3,800.0,1,4,3,143
4กม-9312,268,2,2250.0,3,4,3,343
4กม-972,269,8,5690.0,3,2,2,322
4กย-2639,23,10,5740.0,1,2,2,122
4กย-5311,177,6,1040.0,3,2,3,323
4กย-7248,221,5,10300.0,3,3,1,331
4กย-7850,338,17,40000.0,4,1,1,411
4กย-9421,406,2,1450.0,4,4,3,443
4กร-1175,337,7,530.0,4,2,4,424
4กร-1204,26,2,400.0,1,4,4,144
4กร-2021,342,9,17800.0,4,2,1,421
4กร-3034,220,2,0.0,3,4,4,344
4กร-6419,420,9,7600.0,4,2,2,422
4กล-2507,191,2,230.0,3,4,4,344
4กล-5546,10,8,0.0,1,2,4,124
4กล-5964,284,4,0.0,3,3,4,334
4กล-6474,105,16,19670.0,2,1,1,211
4กล-7024,357,27,21800.0,4,1,1,411
4กล-8804,305,2,200.0,4,4,4,444
4กว-1220,260,5,440.0,3,3,4,334
4กว-2696,361,4,200.0,4,3,4,434
4กว-3664,269,4,0.0,3,3,4,334
4กว-3788,44,8,0.0,1,2,4,124
4กว-5277,82,8,700.0,2,2,3,223
4กว-7401,368,4,2120.0,4,3,3,433
4กศ-1625,388,6,2340.0,4,2,3,423
4กศ-2058,36,4,1850.0,1,3,3,133
4กศ-2287,153,4,200.0,2,3,4,234
4กศ-5663,142,4,0.0,2,3,4,234
4กศ-5910,249,4,0.0,3,3,4,334
4กศ-6534,194,4,0.0,3,3,4,334
4กษ-3105,373,4,0.0,4,3,4,434
4กษ-3737,243,6,7600.0,3,2,2,322
4กษ-5679,378,13,9600.0,4,1,1,411
4กษ-8416,144,5,660.0,2,3,4,234
4กส-5393,228,13,36192.0,3,1,1,311
4กส-6732,424,2,2500.0,4,4,2,442
4กส-7544,140,13,7443.8099999999995,2,1,2,212
4กส-9085,331,6,2050.0,4,2,3,423
4กฬ-1765,123,8,400.0,2,2,4,224
4กฬ-4800,89,2,230.0,2,4,4,244
4กฬ-5354,16,9,8600.0,1,2,1,121
4กฬ-8489,91,11,855.07,2,1,3,213
4กฬ-9835,63,12,17700.0,1,1,1,111
4กอ-3837,206,8,0.0,3,2,4,324
4กอ-8171,170,10,22000.0,2,2,1,221
4กอ-8944,5,2,300.0,1,4,4,144
4กอ-9273,344,3,5950.0,4,4,2,442
4กฮ-1229,259,2,400.0,3,4,4,344
4กฮ-2335,215,2,330.0,3,4,4,344
4กฮ-7964,68,28,15750.0,2,1,1,211
4กฮ-8144,427,2,230.0,4,4,4,444
4กฮ-9724,421,10,17450.0,4,2,1,421
4ช-8962,98,8,4500.0,2,2,2,222
4ณ-1208,124,14,10320.0,2,1,1,211
4พ-3824,269,3,1050.0,3,4,3,343
4ฬ-2419,115,2,650.0,2,4,4,244
5กก-1523,271,3,260.0,3,4,4,344
5กก-4691,105,3,450.0,2,4,4,244
5กก-5230,347,2,230.0,4,4,4,444
5กก-629,17,2,2700.0,1,4,2,142
5กก-7661,198,2,230.0,3,4,4,344
5กก-7750,36,10,630.0,1,2,4,124
5กก-8504,155,2,6750.0,2,4,2,242
5กข-1078,87,10,10000.0,2,2,1,221
5กข-1708,57,16,17090.0,1,1,1,111
5กข-2043,122,2,1850.0,2,4,3,243
5กข-4392,65,2,300.0,1,4,4,144
5กข-4615,190,6,1040.0,3,2,3,323
5กข-5107,28,18,9369.939999999999,1,1,1,111
5กข-5401,65,2,1850.0,1,4,3,143
5กข-5651,154,13,1420.0,2,1,3,213
5กข-6924,307,8,3130.0,4,2,2,422
5กค-1129,262,9,10000.0,3,2,1,321
