PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
บย-9745,239,4,1850.0,3,3,3,333
บย-9769,420,2,210.0,4,4,4,444
บย-9810,210,2,1450.0,3,4,3,343
บย-9853,416,5,660.0,4,3,4,434
บร-1310,147,10,14000.0,2,2,1,221
บร-1521,171,9,10320.0,2,2,1,221
บร-1645,171,4,2100.0,2,3,3,233
บร-1973,235,49,16322.170000000002,3,1,1,311
บร-2331,412,2,1450.0,4,4,3,443
บร-2342,71,46,13690.0,2,1,1,211
บร-2379,223,4,1590.0,3,3,3,333
บร-252,426,3,1470.0,4,4,3,443
บร-2582,333,2,2200.0,4,4,3,443
บร-2584,387,5,4600.0,4,3,2,432
บร-2780,74,3,1530.0,2,4,3,243
บร-2820,134,9,8400.0,2,2,2,222
บร-3000,2,9,4960.0,1,2,2,122
บร-3148,425,2,230.0,4,4,4,444
บร-319,61,11,12230.0,1,1,1,111
บร-3249,338,2,550.0,4,4,4,444
บร-3558,3,11,6000.0,1,1,2,112
บร-3597,402,10,10400.0,4,2,1,421
บร-3976,374,23,14030.0,4,1,1,411
บร-4403,143,2,230.0,2,4,4,244
บร-4509,350,4,3000.0,4,3,2,432
บร-4559,123,17,7470.0,2,1,2,212
บร-4846,180,5,4880.0,3,3,2,332
บร-5247,423,2,2500.0,4,4,2,442
บร-5285,327,2,230.0,4,4,4,444
บร-5328,1,14,3520.0,1,1,2,112
บร-5718,327,2,1450.0,4,4,3,443
บร-5726,317,7,5920.0,4,2,2,422
บร-5777,21,9,6944.0,1,2,2,122
บร-5788,26,3,328.0,1,4,4,144
บร-5848,327,11,1478.0,4,1,3,413
บร-5934,190,3,1300.0,3,4,3,343
บร-5967,120,7,2740.0,2,2,2,222
บร-6018,339,5,850.0,4,3,3,433
บร-7182,64,9,8000.0,1,2,2,122
บร-7780,219,4,1920.0,3,3,3,333
บร-7849,132,3,970.0,2,4,3,243
บร-7968,115,4,4700.0,2,3,2,232
บร-798,402,18,1580.0,4,1,3,413
บร-8323,428,9,11400.0,4,2,1,421
บร-8660,178,17,8980.0,3,1,1,311
บร-8932,360,16,12000.0,4,1,1,411
บร-9136,299,2,1000.0,3,4,3,343
บร-9182,108,54,21390.0,2,1,1,211
บล-1042,100,16,4885.0,2,1,2,212
บล-1209,372,9,12800.0,4,2,1,421
บล-1240,255,5,4200.0,3,3,2,332
บล-1793,144,11,4150.0,2,1,2,212
บล-2761,56,4,200.0,1,3,4,134
บล-2833,42,14,10550.0,1,1,1,111
บล-3046,280,2,1400.0,3,4,3,343
บล-3247,69,2,2700.0,2,4,2,242
บล-3344,180,10,2065.0,3,2,3,323
บล-3719,163,10,15350.0,2,2,1,221
บล-3722,171,3,1250.0,2,4,3,243
บล-4336,103,9,5520.0,2,2,2,222
บล-4336.,210,3,1450.0,3,4,3,343
บล-437,147,10,680.0,2,2,3,223
บล-4690,113,3,1050.0,2,4,3,243
บล-4730,351,2,900.0,4,4,3,443
บล-4765,154,6,1660.0,2,2,3,223
บล-5103,178,7,698.0,3,2,3,323
บล-5241,346,3,970.0,4,4,3,443
บล-5589,217,29,14094.44,3,1,1,311
บล-5725,99,9,11000.0,2,2,1,221
บล-5761,421,13,7623.48,4,1,2,412
บล-579,54,18,1340.0,1,1,3,113
บล-5828,208,2,1450.0,3,4,3,343
บล-6054,225,3,480.0,3,4,4,344
บล-615,223,2,200.0,3,4,4,344
บล-6245,99,9,4600.0,2,2,2,222
บล-6666,223,9,11200.0,3,2,1,321
บล-6959,107,4,4000.0,2,3,2,232
บล-6988,94,5,730.0,2,3,3,233
บล-7384,83,5,660.0,2,3,4,234
บล-7455,347,2,1450.0,4,4,3,443
บล-7779ชบ,86,9,9000.0,2,2,1,221
บล-8366,92,2,2500.0,2,4,2,242
บล-8655,164,2,330.0,2,4,4,244
บล-9014,285,2,1000.0,3,4,3,343
บล-9175,310,3,1010.0,4,4,3,443
บล-9605,419,4,200.0,4,3,4,434
บว-1375,189,5,6700.0,3,3,2,332
บว-1437,216,11,4710.0,3,1,2,312
บว-1475,190,2,300.0,3,4,4,344
บว-1601,45,4,1800.0,1,3,3,133
บว-252,407,5,660.0,4,3,4,434
บว-2528,413,7,3000.0,4,2,2,422
บว-2662,426,7,760.0,4,2,3,423
บว-2804,118,7,2450.0,2,2,2,222
บว-2874,45,21,10630.0,1,1,1,111
บว-2936,267,2,300.0,3,4,4,344
บว-3,110,4,7000.0,2,3,2,232
บว-3038,405,10,12260.0,4,2,1,421
บว-3923,41,7,3120.0,1,2,2,122
บว-4223,157,22,27623.280000000002,2,1,1,211
บว-4349,43,6,5150.0,1,2,2,122
บว-4584,46,7,3510.0,1,2,2,122
บว-4905,216,8,5800.0,3,2,2,322
บว-4941,4,9,5150.0,1,2,2,122
บว-5049,50,2,1200.0,1,4,3,143
บว-508,357,5,7150.0,4,3,2,432
บว-5267,309,4,350.0,4,3,4,434
บว-5306,54,2,3300.0,1,4,2,142
บว-5862,410,2,1450.0,4,4,3,443
บว-5867,40,3,1570.0,1,4,3,143
บว-5873,246,5,448.0,3,3,4,334
บว-5888,126,9,6520.0,2,2,2,222
บว-5932,201,5,7214.0,3,3,2,332
บว-5970,423,8,3000.0,4,2,2,422
บว-6118,401,5,660.0,4,3,4,434
บว-6314,232,15,4070.0,3,1,2,312
บว-6425,20,9,8000.0,1,2,2,122
บว-6632,360,5,660.0,4,3,4,434
บว-6680,62,5,2010.0,1,3,3,133
บว-7311,59,7,1940.0,1,2,3,123
บว-7386,101,9,5500.0,2,2,2,222
บว-757,83,3,200.0,2,4,4,244
บว-7692,332,2,550.0,4,4,4,444
บว-7694,59,2,400.0,1,4,4,144
บว-7787,254,5,4200.0,3,3,2,332
บว-8044,154,3,1370.0,2,4,3,243
บว-8259,196,5,448.0,3,3,4,334
บว-8430,222,5,360.0,3,3,4,334
บว-9207,404,4,7000.0,4,3,2,432
บว-9531,406,9,7200.0,4,2,2,422
บว-9601,208,2,1450.0,3,4,3,343
บว-9839,424,5,6900.0,4,3,2,432
บว-9940,152,2,1650.0,2,4,3,243
บษ-1092,137,4,3700.0,2,3,2,232
บษ-1353,173,7,1300.0,2,2,3,223
บษ-1773,239,4,6400.0,3,3,2,332
บษ-2461,52,50,20150.0,1,1,1,111
บษ-2546,110,18,9910.0,2,1,1,211
บษ-274,141,16,8700.0,2,1,1,211
บษ-2893,425,5,240.0,4,3,4,434
บษ-3730,262,3,950.0,3,4,3,343
บษ-3954,330,3,1450.0,4,4,3,443
บษ-4172,106,12,13750.0,2,1,1,211
บษ-436,103,2,2600.0,2,4,2,242
บษ-4726,401,4,200.0,4,3,4,434
บษ-4756,113,16,20203.0,2,1,1,211
บษ-5531,50,14,12448.0,1,1,1,111
บษ-5893,225,9,11400.0,3,2,1,321
บษ-6176,413,6,2460.0,4,2,2,422
บษ-6551,227,10,3240.0,3,2,2,322
บษ-6678ชบ,119,4,161.0,2,3,4,234
บษ-7358,11,2,300.0,1,4,4,144
บษ-7423,154,11,12350.0,2,1,1,211
บษ-7789,0,7,3950.0,1,2,2,122
บษ-8057,4,2,230.0,1,4,4,144
บษ-8167,31,8,3050.0,1,2,2,122
บษ-8238,400,9,10000.0,4,2,1,421
บษ-8470,168,9,14000.0,2,2,1,221
บษ-8593,99,17,5561.6900000000005,2,1,2,212
บษ-8665,426,4,4400.0,4,3,2,432
บษ-8826,260,5,2600.0,3,3,2,332
บษ-9072,298,2,5500.0,3,4,2,342
บษ-9123,165,4,480.0,2,3,4,234
บษ-9197,341,2,250.0,4,4,4,444
บษ-9467,300,2,1450.0,3,4,3,343
บษ-9888,26,3,330.0,1,4,4,144
บห-1130,11,18,4470.0,1,1,2,112
บห-1178,69,6,1710.0,2,2,3,223
บห-1521,416,5,3750.0,4,3,2,432
บห-2031,226,12,5890.0,3,1,2,312
บห-2706,401,5,448.0,4,3,4,434
บห-271,46,14,12592.0,1,1,1,111
บห-2779,402,3,150.0,4,4,4,444
บห-287,148,53,23950.0,2,1,1,211
บห-2935,327,2,800.0,4,4,3,443
บห-3076,219,11,13300.0,3,1,1,311
บห-3421,172,44,14890.0,2,1,1,211
บห-3586,56,3,1830.0,1,4,3,143
บห-3666,102,6,4510.0,2,2,2,222
บห-4127,63,6,4350.0,1,2,2,122
บห-4665,306,14,20550.0,4,1,1,411
บห-4922,352,8,2000.0,4,2,3,423
บห-4938 ชบ,269,3,6260.0,3,4,2,342
บห-4974,386,2,32500.0,4,4,1,441
บห-5013,222,2,300.0,3,4,4,344
บห-519,328,7,1400.0,4,2,3,423
บห-5365,302,4,2210.0,3,3,3,333
บห-543,41,5,1500.0,1,3,3,133
บห-5763,162,2,1100.0,2,4,3,243
บห-5803,5,50,36041.16,1,1,1,111
บห-6415,25,8,7350.0,1,2,2,122
บห-6561ชบ,26,3,1530.0,1,4,3,143
บห-6614,67,9,7600.0,1,2,2,122
บห-6754,122,47,12070.0,2,1,1,211
บห-7422,283,19,1910.0,3,1,3,313
บห-7883,242,2,500.0,3,4,4,344
บห-8026,405,12,10950.0,4,1,1,411
บห-8482,17,4,1520.0,1,3,3,133
บห-8768,424,4,800.0,4,3,3,433
บห-8824,136,2,800.0,2,4,3,243
บห-896,210,2,1450.0,3,4,3,343
บห-9393,383,5,2900.0,4,3,2,432
บห-9505,99,9,7600.0,2,2,2,222
บห-9578ชบ,24,4,4370.0,1,3,2,132
บห-963,38,7,1900.0,1,2,3,123
บห-9662,252,5,660.0,3,3,4,334
บห-9788,36,58,31100.0,1,1,1,111
บห-9815,161,9,2678.0,2,2,2,222
บห-9909,378,3,4100.0,4,4,2,442
บฬ-2817,338,10,7480.0,4,2,2,422
บอ-1813,383,3,680.0,4,4,3,443
บอ-6338,350,4,990.0,4,3,3,433
ป-003,1227,83,151431.77,4,1,1,411
ป-005,11,2,3682.24,1,4,2,142
ป-009,150,86,60218.67,2,1,1,211
ป-010,360,15,13385.05,4,1,1,411
ป-013,243,4,528.04,3,3,4,334
ป-016,117,5,5239.3099999999995,2,3,2,232
ป-027,210,2,6500.0,3,4,2,342
ป-056,135,62,41195.33000000001,2,1,1,211
ป-063,162,6,5585.050000000001,2,2,2,222
ป-108,426,6,6424.300000000001,4,2,2,422
ป-110,419,3,447.1,4,4,4,444
ป-113,301,4,13420.56,3,3,1,331
ป-114,286,4,24800.0,3,3,1,331
ป-116,249,4,15289.72,3,3,1,331
ป-117,242,4,13084.11,3,3,1,331
ป-118,216,4,8037.38,3,3,2,332
ป-119,15,10,19065.409999999996,1,2,1,121
ป-120,51,8,4502.81,1,2,2,122
ป-121,140,4,9121.5,2,3,1,231
ป-122,125,4,11214.95,2,3,1,231
ป-125,44,4,11028.04,1,3,1,131
ป-126,41,4,13084.11,1,3,1,131
ป-127,41,4,9532.71,1,3,1,131
ป-128,29,4,11925.23,1,3,1,131
ปฐวี,127,6,26400.0,2,2,1,221
ปธ-8000,340,7,1260.0,4,2,3,423
ปร-7380,41,5,4000.0,1,3,2,132
ปล-5589,152,7,900.0,2,2,3,223
ปอ-6338,191,10,6780.0,3,2,2,322
ปฮ-1673,0,3,740.0,1,4,3,143
ป้ายแดง,37,16,28650.0,1,1,1,111
ป๋าเปี๊ยก,286,3,4350.0,3,4,2,342
ผ-001,5,933,1913875.9,1,1,1,111
ผ-002,285,3,3382.9399999999996,3,4,2,342
ผ-3788,353,2,230.0,4,4,4,444
ผ-6547ชบ,196,5,3900.0,3,3,2,332
ผก-1012,161,16,12300.0,2,1,1,211
ผก-1451,39,4,200.0,1,3,4,134
ผก-1658,228,5,3000.0,3,3,2,332
ผก-1737,332,5,3600.0,4,3,2,432
ผก-1839,194,9,1528.0,3,2,3,323
ผก-1919,416,2,230.0,4,4,4,444
ผก-2258,31,3,1000.0,1,4,3,143
ผก-2659,83,31,3865.0,2,1,2,212
ผก-2858,63,16,6417.709999999999,1,1,2,112
ผก-3562ชบ,117,5,660.0,2,3,4,234
ผก-364,274,3,610.0,3,4,4,344
ผก-3676,47,21,15620.0,1,1,1,111
ผก-3897,427,2,1450.0,4,4,3,443
ผก-4274,41,9,22000.0,1,2,1,121
ผก-5231,146,2,230.0,2,4,4,244
ผก-5367,22,12,5400.0,1,1,2,112
ผก-5508,148,2,2400.0,2,4,3,243
ผก-5638,157,4,4500.0,2,3,2,232
ผก-5669ชบ,86,15,4662.0,2,1,2,212
ผก-5726,364,10,11480.0,4,2,1,421
ผก-5735,425,6,1460.0,4,2,3,423
ผก-6181,20,12,4280.0,1,1,2,112
ผก-660,106,16,7750.0,2,1,2,212
ผก-6628,221,6,3000.0,3,2,2,322
ผก-7042,70,2,1300.0,2,4,3,243
ผก-7104,9,9,7600.0,1,2,2,122
ผก-7361,309,2,600.0,4,4,4,444
ผก-7516,405,3,1600.0,4,4,3,443
ผก-7543,149,2,370.0,2,4,4,244
ผก-778,298,10,15450.0,3,2,1,321
ผก-7890,99,2,230.0,2,4,4,244
ผก-8004,107,20,14685.09,2,1,1,211
ผก-8004ชบ,271,5,4200.0,3,3,2,332
ผก-8135,42,4,330.0,1,3,4,134
ผก-8222ชบ,198,2,500.0,3,4,4,344
ผก-8320,20,9,7400.0,1,2,2,122
ผก-8515,14,14,5308.0,1,1,2,112
ผก-8621,40,7,1240.0,1,2,3,123
ผก-8678,297,10,4248.0,3,2,2,322
ผก-8741,74,3,1400.0,2,4,3,243
ผก-9334,39,2,1450.0,1,4,3,143
ผก-9391,0,3,1300.0,1,4,3,143
ผก-952,400,8,2930.0,4,2,2,422
ผข-1048,153,3,1450.0,2,4,3,243
ผข-1077 ชบ,181,26,10710.0,3,1,1,311
ผข-1283,37,47,54615.0,1,1,1,111
ผข-1283ชบ,343,2,3030.0,4,4,2,442
ผข-1760,413,2,230.0,4,4,4,444
ผข-2009,93,6,5500.0,2,2,2,222
ผข-2152,327,2,1450.0,4,4,3,443
ผข-2213,132,6,1550.0,2,2,3,223
ผข-2457,301,19,5740.0,3,1,2,312
ผข-2632,182,5,660.0,3,3,4,334
ผข-3189,96,9,6000.0,2,2,2,222
ผข-3634,165,3,1470.0,2,4,3,243
ผข-3907,61,4,420.0,1,3,4,134
ผข-3946 ชบ,83,9,5500.0,2,2,2,222
ผข-4201,80,16,6800.0,2,1,2,212
ผข-4443,269,3,4150.0,3,4,2,342
ผข-4603,11,18,9850.0,1,1,1,111
ผข-4644ชบ,224,3,2100.0,3,4,3,343
ผข-4916,320,2,1830.0,4,4,3,443
ผข-5147,95,5,1750.0,2,3,3,233
ผข-518,418,2,1450.0,4,4,3,443
ผข-5243,196,10,3330.0,3,2,2,322
ผข-5250,14,42,18351.0,1,1,1,111
ผข-5363ชบ,123,13,8290.0,2,1,2,212
ผข-5417,157,7,760.0,2,2,3,223
ผข-5607,219,7,760.0,3,2,3,323
ผข-5615,168,3,1470.0,2,4,3,243
ผข-5847,149,7,11400.0,2,2,1,221
ผข-6263,356,9,6560.0,4,2,2,422
ผข-6371,253,2,1450.0,3,4,3,343
ผข-6394,238,11,8921.25,3,1,1,311
ผข-65,59,14,3400.0,1,1,2,112
ผข-6530,388,8,2130.0,4,2,3,423
ผข-7044,216,2,1450.0,3,4,3,343
ผข-7067,38,12,1588.0,1,1,3,113
ผข-7156,68,14,8880.0,2,1,1,211
ผข-7423,57,13,16880.0,1,1,1,111
ผข-7826,232,3,1470.0,3,4,3,343
ผข-7886,114,13,5400.0,2,1,2,212
ผข-7898,93,3,420.0,2,4,4,244
ผข-7952,362,2,2600.0,4,4,2,442
ผข-8243,413,5,2870.0,4,3,2,432
ผข-8252,259,10,9500.0,3,2,1,321
ผข-8262,400,2,1450.0,4,4,3,443
ผข-8276,141,7,3620.0,2,2,2,222
ผข-834ชบ,311,4,700.0,4,3,3,433
ผข-8607,271,14,4050.0,3,1,2,312
ผข-8974,250,4,2250.0,3,3,3,333
ผข-9178,301,9,10000.0,3,2,1,321
ผข-9552,383,2,200.0,4,4,4,444
ผข-9727,63,11,3248.0,1,1,2,112
ผค-1181,297,10,9400.0,3,2,1,321
ผค-1524,152,2,2900.0,2,4,2,242
ผค-207,20,2,2500.0,1,4,2,142
ผค-2141,149,24,15410.0,2,1,1,211
ผค-2257,90,6,280.0,2,2,4,224
ผค-2538,404,10,19620.0,4,2,1,421
ผค-2639,115,22,25360.0,2,1,1,211
ผค-2895,249,4,1700.0,3,3,3,333
ผค-2967,62,16,14700.0,1,1,1,111
ผค-3141,161,9,9400.0,2,2,1,221
ผค-3142,92,3,420.0,2,4,4,244
ผค-3244,109,2,580.0,2,4,4,244
ผค-3562,40,7,3400.0,1,2,2,122
ผค-3563,44,4,9500.0,1,3,1,131
ผค-3583,357,15,3890.0,4,1,2,412
ผค-3859,413,8,520.0,4,2,4,424
ผค-3897,291,2,1450.0,3,4,3,343
ผค-4452,241,16,10450.0,3,1,1,311
ผค-4515,83,3,1420.0,2,4,3,243
ผค-4656,402,3,420.0,4,4,4,444
ผค-4810,102,5,592.0,2,3,4,234
ผค-5207,323,7,5213.0,4,2,2,422
ผค-5216,85,4,350.0,2,3,4,234
ผค-5391,334,14,29000.0,4,1,1,411
ผค-5495,39,14,3085.0,1,1,2,112
ผค-5564,90,7,3900.0,2,2,2,222
ผค-5743,59,15,11850.0,1,1,1,111
ผค-5967,392,2,1200.0,4,4,3,443
ผค-6055,109,3,280.0,2,4,4,244
ผค-610,29,27,5321.0,1,1,2,112
ผค-6302,222,14,13382.04,3,1,1,311
ผค-6452,161,9,3580.0,2,2,2,222
ผค-6584,9,8,4170.0,1,2,2,122
ผค-6676,253,4,530.0,3,3,4,334
ผค-6903,127,4,1570.0,2,3,3,233
ผค-7037,360,2,1450.0,4,4,3,443
ผค-7263,383,9,9200.0,4,2,1,421
ผค-7903,333,41,16000.0,4,1,1,411
ผค-8007,297,2,530.0,3,4,4,344
ผค-8021,133,5,4180.0,2,3,2,232
ผค-8189,249,3,800.0,3,4,3,343
ผค-8352,36,4,7000.0,1,3,2,132
ผค-8737,132,20,16600.0,2,1,1,211
ผค-8905,254,12,6104.67,3,1,2,312
ผค-8970ชบ,31,11,12850.0,1,1,1,111
ผค-8987,92,15,2792.0,2,1,2,212
ผค-9011,62,12,7680.0,1,1,2,112
ผค-9069,156,3,1000.0,2,4,3,243
ผค-921,308,7,8230.0,4,2,2,422
ผค-9259,130,4,2020.0,2,3,3,233
ผค-9483,351,12,9400.0,4,1,1,411
ผค-9965,175,2,900.0,2,4,3,243
ผง-850,140,3,1470.0,2,4,3,243
ผจ-1086ชบ,27,6,1040.0,1,2,3,123
ผจ-1286,118,6,1500.0,2,2,3,223
ผจ-1343,117,3,740.0,2,4,3,243
ผจ-1588,313,5,660.0,4,3,4,434
ผจ-1957,181,3,2000.0,3,4,3,343
ผจ-2043,1,11,8820.0,1,1,1,111
ผจ-2292,40,13,9200.0,1,1,1,111
ผจ-2321,332,5,600.0,4,3,4,434
ผจ-2326,222,16,15300.0,3,1,1,311
ผจ-2518,301,5,448.0,3,3,4,334
ผจ-288,214,3,1610.0,3,4,3,343
ผจ-3108,133,12,3658.0,2,1,2,212
ผจ-3605,45,8,3900.0,1,2,2,122
ผจ-3828ชบ,41,4,1920.0,1,3,3,133
ผจ-394,250,13,1570.0,3,1,3,313
ผจ-3943,243,2,630.0,3,4,4,344
ผจ-4014,342,5,9450.0,4,3,1,431
ผจ-4183ชบ,311,2,1450.0,4,4,3,443
ผจ-4412,130,6,1770.0,2,2,3,223
ผจ-4794,413,2,50.0,4,4,4,444
ผจ-5031,402,5,660.0,4,3,4,434
ผจ-5073,85,2,680.0,2,4,3,243
ผจ-5160,406,8,2190.0,4,2,3,423
ผจ-5344,119,3,2330.0,2,4,3,243
ผจ-5672,9,5,1700.0,1,3,3,133
ผจ-5960,153,2,1450.0,2,4,3,243
ผจ-6089,303,11,2120.0,3,1,3,313
ผจ-6135,28,10,5400.0,1,2,2,122
ผจ-6615,96,4,200.0,2,3,4,234
ผจ-6632,54,4,2900.0,1,3,2,132
ผจ-6665,223,4,3950.0,3,3,2,332
ผจ-756,254,33,5900.000000000001,3,1,2,312
ผจ-7684,384,9,11000.0,4,2,1,421
ผจ-7835,185,2,1450.0,3,4,3,343
ผจ-7933,353,45,17825.0,4,1,1,411
ผจ-8327,308,14,14650.0,4,1,1,411
ผจ-8414,268,2,300.0,3,4,4,344
ผจ-8441,181,9,3550.0,3,2,2,322
ผจ-8743,87,4,700.0,2,3,3,233
ผจ-8814,332,9,7800.0,4,2,2,422
ผจ-8832,63,19,7910.0,1,1,2,112
ผจ-8864,403,5,830.0,4,3,3,433
ผจ-904,400,2,230.0,4,4,4,444
ผจ-9173,148,3,2350.0,2,4,3,243
ผจ-9285,252,3,530.0,3,4,4,344
ผจ-9439,38,13,3820.0,1,1,2,112
ผจ-9633,313,36,13671.24,4,1,1,411
ผจ-9971,223,3,988.24,3,4,3,343
ผฉ-1269,324,17,7846.8,4,1,2,412
ผฉ-1627,142,17,12896.62,2,1,1,211
ผฉ-1694,38,2,800.0,1,4,3,143
ผฉ-1857 ชบ,212,11,3030.0,3,1,2,312
ผฉ-1870,41,9,14000.0,1,2,1,121
ผฉ-2286,145,8,1110.0,2,2,3,223
ผฉ-2711,409,10,13400.0,4,2,1,421
ผฉ-2795ชบ,373,7,2380.0,4,2,3,423
ผฉ-3042,134,2,950.0,2,4,3,243
ผฉ-3252,6,6,490.0,1,2,4,124
ผฉ-3255,334,15,21280.0,4,1,1,411
ผฉ-3695,182,20,20610.0,3,1,1,311
ผฉ-3712ชบ,166,5,5400.0,2,3,2,232
ผฉ-3812ชบ,206,2,270.0,3,4,4,344
ผฉ-3828ชบ,343,10,3880.0,4,2,2,422
ผฉ-4008,120,2,1450.0,2,4,3,243
ผฉ-4130,5,14,5458.77,1,1,2,112
ผฉ-4193,404,4,1950.0,4,3,3,433
ผฉ-4776,176,10,19100.0,3,2,1,321
ผฉ-479,426,9,15000.0,4,2,1,421
ผฉ-491ชบ,345,7,7640.0,4,2,2,422
ผฉ-5214,254,2,230.0,3,4,4,344
ผฉ-5407,92,8,8585.0,2,2,1,221
ผฉ-5408,424,20,4170.0,4,1,2,412
ผฉ-5419,366,2,1450.0,4,4,3,443
ผฉ-5971,378,7,2760.0,4,2,2,422
ผฉ-6053,210,8,7000.0,3,2,2,322
ผฉ-6439,375,2,230.0,4,4,4,444
ผฉ-6489,356,15,4430.0,4,1,2,412
ผฉ-6560,190,2,700.0,3,4,3,343
ผฉ-6665,124,4,2350.0,2,3,3,233
ผฉ-6773,273,5,4700.0,3,3,2,332
ผฉ-6846,121,44,15420.0,2,1,1,211
ผฉ-7197,319,9,8000.0,4,2,2,422
ผฉ-725,300,14,28000.0,3,1,1,311
ผฉ-7283,113,14,1650.0,2,1,3,213
ผฉ-7355,305,4,2250.0,4,3,3,433
ผฉ-7798,346,9,1280.0,4,2,3,423
ผฉ-7941,299,6,710.0,3,2,3,323
ผฉ-8355,48,4,4000.0,1,3,2,132
ผฉ-8438,57,11,4780.0,1,1,2,112
ผฉ-8636,37,3,560.0,1,4,4,144
ผฉ-8836,31,14,13480.0,1,1,1,111
ผฉ-9061,41,3,1470.0,1,4,3,143
ผฉ-9340,114,2,900.0,2,4,3,243
ผฉ-9473,164,16,15580.0,2,1,1,211
ผฉ-9664,195,2,1450.0,3,4,3,343
ผฉ-9735,102,9,6420.0,2,2,2,222
ผฉ-9880,96,5,860.0,2,3,3,233
ผฉ-9954,196,6,4200.0,3,2,2,322
ผช-1431,117,2,200.0,2,4,4,244
ผฎ-4999,196,5,2650.0,3,3,2,332
ผต-1013ชบ,24,8,810.0,1,2,3,123
ผต-1280,380,2,2000.0,4,4,3,443
ผต-1516,297,6,2360.0,3,2,3,323
ผต-2428,300,16,3890.0,3,1,2,312
ผต-2483,385,2,1450.0,4,4,3,443
ผต-2555,404,9,15000.0,4,2,1,421
ผต-3149ชบ,62,6,360.0,1,2,4,124
ผต-3163,159,8,4430.0,2,2,2,222
ผต-322,61,15,16206.0,1,1,1,111
ผต-3440ชบ,29,4,9000.0,1,3,1,131
ผต-3460,20,14,18050.0,1,1,1,111
ผต-3464,308,12,13900.0,4,1,1,411
ผต-3467,215,5,6400.0,3,3,2,332
ผต-3797,405,9,21600.0,4,2,1,421
ผต-4010,170,9,2650.0,2,2,2,222
ผต-4121,39,4,2900.0,1,3,2,132
ผต-4217,371,2,300.0,4,4,4,444
ผต-4271,284,7,2810.0,3,2,2,322
ผต-441ชบ,31,9,12000.0,1,2,1,121
ผต-44ชบ,92,5,7000.0,2,3,2,232
ผต-459,141,13,11350.0,2,1,1,211
ผต-4657,65,17,1416.0,1,1,3,113
ผต-4780,41,8,3230.0,1,2,2,122
ผต-4881,83,11,9140.0,2,1,1,211
ผต-4962,55,6,1730.0,1,2,3,123
ผต-5204,36,12,12550.0,1,1,1,111
ผต-5281,36,2,3000.0,1,4,2,142
ผต-5430,119,15,7030.0,2,1,2,212
ผต-5628ชบ,43,5,7300.0,1,3,2,132
ผต-5637,7,4,2800.0,1,3,2,132
ผต-5655,297,4,200.0,3,3,4,334
ผต-5672,192,32,13210.0,3,1,1,311
ผต-5801,29,17,17840.0,1,1,1,111
ผต-6495,126,14,27800.0,2,1,1,211
ผต-6515ชบ,199,41,26771.720000000005,3,1,1,311
ผต-6669,17,3,500.0,1,4,4,144
ผต-6809,43,4,200.0,1,3,4,134
ผต-7505,159,9,5370.0,2,2,2,222
ผต-7513,149,7,850.0,2,2,3,223
ผต-8289,124,2,230.0,2,4,4,244
ผต-8359,27,6,2960.0,1,2,2,122
ผต-8391,309,4,200.0,4,3,4,434
ผต-8488,43,21,14180.0,1,1,1,111
ผต-8782,232,27,13859.010000000002,3,1,1,311
ผต-8963,208,4,410.0,3,3,4,334
ผต-9062,247,4,2900.0,3,3,2,332
ผต-9742,85,27,15890.0,2,1,1,211
ผท-1488,118,9,13600.0,2,2,1,221
ผท-2157,26,2,300.0,1,4,4,144
ผท-2562,175,4,260.0,2,3,4,234
ผท-3100,325,4,610.0,4,3,4,434
ผท-3174,164,29,21970.000000000004,2,1,1,211
ผท-3390,121,2,1550.0,2,4,3,243
ผท-3396,299,3,1450.0,3,4,3,343
ผท-3454,131,5,10300.0,2,3,1,231
ผท-3537,6,3,4550.0,1,4,2,142
ผท-3794ชบ,61,9,10900.0,1,2,1,121
ผท-3955,322,6,4030.0,4,2,2,422
ผท-424,303,2,280.0,3,4,4,344
ผท-4241,73,3,510.0,2,4,4,244
ผท-4280,128,25,11160.210000000001,2,1,1,211
ผท-4327,354,2,250.0,4,4,4,444
ผท-4496,115,5,660.0,2,3,4,234
ผท-4600,301,2,2650.0,3,4,2,342
ผท-4647,167,5,660.0,2,3,4,234
ผท-4850,302,2,2950.0,3,4,2,342
ผท-5054,195,15,4120.0,3,1,2,312
ผท-5076,210,7,5550.0,3,2,2,322
ผท-5437,135,2,600.0,2,4,4,244
ผท-5442,427,29,9700.0,4,1,1,411
ผท-5948,125,9,11000.0,2,2,1,221
ผท-5967,2,3,380.0,1,4,4,144
ผท-6316,306,3,1000.0,4,4,3,443
ผท-6431,205,4,1440.0,3,3,3,333
ผท-6772,169,9,12000.0,2,2,1,221
ผท-6822,37,5,448.0,1,3,4,134
ผท-6857,308,6,1060.0,4,2,3,423
ผท-6876,24,25,13880.0,1,1,1,111
ผท-6925,40,22,4730.0,1,1,2,112
ผท-6993,325,7,3260.0,4,2,2,422
ผท-7168,272,3,1530.0,3,4,3,343
ผท-7393,109,9,3870.0,2,2,2,222
ผท-7748ชบ,31,5,2650.0,1,3,2,132
ผท-8044 ชบ,48,3,1470.0,1,4,3,143
ผท-8131,229,13,13000.0,3,1,1,311
ผท-8190,401,9,8000.0,4,2,2,422
ผท-8626,359,13,24600.0,4,1,1,411
ผท-8883,425,2,230.0,4,4,4,444
